mea_ddhr,aws_loc,aws_tem,aws_min_rain,aws_rain_YN,aws_wind_d,aws_wind_s,aws_spot_pr,aws_sea_pr,aws_hum,aws_sun,aws_sun_time
2017-05-25 02:00:00,616,14.0,0.0,0.0,0.0,0.1,,,82.5,,
2017-05-25 03:00:00,616,14.4,0.0,0.0,206.8,3.8,,,83.2,,
2017-05-25 04:00:00,616,14.1,0.0,0.0,217.5,2.1,,,90.3,,
2017-05-25 05:00:00,616,13.7,0.0,0.0,195.4,2.3,,,93.4,,
2017-05-25 06:00:00,616,13.9,0.0,0.0,200.5,2.3,,,93.4,,
2017-05-25 07:00:00,616,15.1,0.0,0.0,163.2,1.7,,,92.8,,
2017-05-25 08:00:00,616,17.4,0.0,0.0,171.3,1.6,,,87.0,,
2017-05-25 09:00:00,616,20.1,0.0,0.0,195.5,2.1,,,72.6,,
2017-05-25 10:00:00,616,21.7,0.0,0.0,182.6,2.4,,,67.0,,
2017-05-25 11:00:00,616,23.7,0.0,0.0,272.6,4.4,,,43.0,,
2017-05-25 12:00:00,616,23.0,0.0,0.0,234.1,2.9,,,52.4,,
2017-05-25 13:00:00,616,22.8,0.0,0.0,286.5,2.7,,,57.3,,
2017-05-25 14:00:00,616,21.8,0.0,0.0,324.1,3.2,,,52.8,,
2017-05-25 15:00:00,616,21.7,0.0,0.0,146.7,1.8,,,33.9,,
2017-05-25 16:00:00,616,21.1,0.0,0.0,306.7,2.7,,,38.1,,
2017-05-25 17:00:00,616,19.3,0.0,0.0,321.7,5.1,,,48.4,,
2017-05-25 18:00:00,616,18.1,0.0,0.0,285.6,1.7,,,53.1,,
2017-05-25 19:00:00,616,16.8,0.0,0.0,163.1,1.2,,,60.0,,
2017-05-25 20:00:00,616,15.5,0.0,0.0,159.5,0.7,,,64.2,,
2017-05-25 21:00:00,616,14.2,0.0,0.0,212.5,2.8,,,74.6,,
2017-05-25 22:00:00,616,15.4,0.0,0.0,319.8,4.1,,,54.5,,
2017-05-25 23:00:00,616,14.9,0.0,0.0,324.5,4.2,,,53.9,,
2017-05-26 00:00:00,616,14.4,0.0,0.0,321.4,4.6,,,56.3,,
2017-05-26 01:00:00,616,13.7,0.0,0.0,325.3,2.8,,,57.7,,
2017-05-26 02:00:00,616,13.2,0.0,0.0,319.7,3.2,,,56.4,,
2017-05-26 03:00:00,616,12.6,0.0,0.0,343.2,1.0,,,56.2,,
2017-05-26 04:00:00,616,12.3,0.0,0.0,349.3,1.0,,,56.7,,
2017-05-26 05:00:00,616,10.8,0.0,0.0,175.0,0.3,,,66.9,,
2017-05-26 06:00:00,616,11.4,0.0,0.0,212.3,0.6,,,74.5,,
2017-05-26 07:00:00,616,13.8,0.0,0.0,330.3,1.1,,,62.8,,
2017-05-26 08:00:00,616,15.8,0.0,0.0,304.6,2.7,,,53.7,,
2017-05-26 09:00:00,616,16.5,0.0,0.0,325.9,3.8,,,49.2,,
2017-05-26 10:00:00,616,17.3,0.0,0.0,329.8,4.0,,,44.3,,
2017-05-26 11:00:00,616,17.6,0.0,0.0,317.8,4.7,,,47.3,,
2017-05-26 12:00:00,616,18.1,0.0,0.0,311.9,5.1,,,43.5,,
2017-05-26 13:00:00,616,19.3,0.0,0.0,320.4,3.6,,,43.9,,
2017-05-26 14:00:00,616,19.8,0.0,0.0,308.4,4.0,,,42.2,,
2017-05-26 15:00:00,616,19.9,0.0,0.0,318.8,5.6,,,39.6,,
2017-05-26 16:00:00,616,20.0,0.0,0.0,326.1,3.9,,,37.8,,
2017-05-26 17:00:00,616,19.0,0.0,0.0,301.0,2.7,,,45.7,,
2017-05-26 18:00:00,616,17.9,0.0,0.0,303.2,0.7,,,52.8,,
2017-05-26 19:00:00,616,16.4,0.0,0.0,217.9,0.2,,,57.5,,
2017-05-26 20:00:00,616,14.7,0.0,0.0,239.5,0.4,,,63.5,,
2017-05-26 21:00:00,616,14.2,0.0,0.0,213.0,2.0,,,66.2,,
2017-05-26 22:00:00,616,13.9,0.0,0.0,211.0,2.0,,,68.6,,
2017-05-26 23:00:00,616,13.3,0.0,0.0,211.7,2.0,,,75.8,,
2017-05-27 00:00:00,616,12.6,0.0,0.0,201.6,2.5,,,82.7,,
2017-05-27 01:00:00,616,12.5,0.0,0.0,205.7,1.7,,,83.8,,
2017-05-27 02:00:00,616,12.2,0.0,0.0,209.4,3.1,,,87.3,,
2017-05-27 03:00:00,616,12.1,0.0,0.0,202.3,3.2,,,90.6,,
2017-05-27 04:00:00,616,11.8,0.0,0.0,194.2,2.3,,,91.5,,
2017-05-27 05:00:00,616,11.0,0.0,0.0,199.6,1.8,,,92.2,,
2017-05-27 06:00:00,616,11.2,0.0,0.0,206.9,3.0,,,93.4,,
2017-05-27 07:00:00,616,13.5,0.0,0.0,199.9,1.7,,,90.5,,
2017-05-27 08:00:00,616,15.8,0.0,0.0,207.1,1.6,,,77.5,,
2017-05-27 09:00:00,616,17.7,0.0,0.0,42.9,1.0,,,65.8,,
2017-05-27 10:00:00,616,19.1,0.0,0.0,197.0,0.4,,,53.4,,
2017-05-27 11:00:00,616,20.8,0.0,0.0,12.8,1.4,,,46.1,,
2017-05-27 12:00:00,616,23.0,0.0,0.0,214.7,3.2,,,32.5,,
2017-05-27 13:00:00,616,24.1,0.0,0.0,278.1,0.9,,,34.6,,
2017-05-27 14:00:00,616,24.3,0.0,0.0,296.9,1.6,,,32.0,,
2017-05-27 15:00:00,616,25.0,0.0,0.0,305.8,2.6,,,34.0,,
2017-05-27 16:00:00,616,23.4,0.0,0.0,332.6,2.1,,,32.6,,
2017-05-27 17:00:00,616,23.1,0.0,0.0,190.2,2.1,,,32.1,,
2017-05-27 18:00:00,616,21.4,0.0,0.0,308.8,2.3,,,33.3,,
2017-05-27 19:00:00,616,20.0,0.0,0.0,260.5,0.4,,,37.2,,
2017-05-27 20:00:00,616,17.3,0.0,0.0,214.7,1.2,,,50.8,,
2017-05-27 21:00:00,616,16.1,0.0,0.0,193.3,0.3,,,57.0,,
2017-05-27 22:00:00,616,15.2,0.0,0.0,189.4,0.9,,,63.0,,
2017-05-27 23:00:00,616,14.8,0.0,0.0,202.5,2.5,,,67.2,,
2017-05-28 00:00:00,616,14.1,0.0,0.0,200.7,2.3,,,67.0,,
2017-05-28 01:00:00,616,13.8,0.0,0.0,206.3,2.7,,,61.3,,
2017-05-28 02:00:00,616,13.6,0.0,0.0,182.5,1.2,,,57.5,,
2017-05-28 03:00:00,616,13.1,0.0,0.0,0.0,0.0,,,56.8,,
2017-05-28 04:00:00,616,12.3,0.0,0.0,101.9,0.2,,,72.7,,
2017-05-28 05:00:00,616,12.3,0.0,0.0,242.8,0.2,,,73.3,,
2017-05-28 06:00:00,616,13.0,0.0,0.0,137.2,0.1,,,67.8,,
2017-05-28 07:00:00,616,14.8,0.0,0.0,157.1,0.2,,,63.5,,
2017-05-28 08:00:00,616,17.6,0.0,0.0,124.7,1.2,,,51.7,,
2017-05-28 09:00:00,616,20.4,0.0,0.0,138.8,1.0,,,43.5,,
2017-05-28 10:00:00,616,23.8,0.0,0.0,209.8,2.8,,,32.5,,
2017-05-28 11:00:00,616,24.7,0.0,0.0,204.1,2.6,,,30.9,,
2017-05-28 12:00:00,616,23.8,0.0,0.0,197.5,4.8,,,38.6,,
2017-05-28 13:00:00,616,24.2,0.0,0.0,186.6,3.1,,,46.3,,
2017-05-28 14:00:00,616,24.2,0.0,0.0,191.7,5.3,,,53.4,,
2017-05-28 15:00:00,616,24.2,0.0,0.0,198.9,4.3,,,57.4,,
2017-05-28 16:00:00,616,23.6,0.0,0.0,197.4,2.5,,,60.8,,
2017-05-28 17:00:00,616,22.3,0.0,0.0,220.6,3.1,,,66.7,,
2017-05-28 18:00:00,616,20.9,0.0,0.0,197.3,4.0,,,75.3,,
2017-05-28 19:00:00,616,19.4,0.0,0.0,205.7,2.6,,,83.8,,
2017-05-28 20:00:00,616,18.5,0.0,0.0,193.6,2.9,,,89.0,,
2017-05-28 21:00:00,616,18.2,0.0,0.0,196.1,3.4,,,90.6,,
2017-05-28 22:00:00,616,18.1,0.0,0.0,217.2,3.1,,,90.0,,
2017-05-28 23:00:00,616,17.9,0.0,0.0,191.3,2.7,,,90.7,,
2017-05-29 00:00:00,616,17.8,0.0,0.0,202.3,3.9,,,90.7,,
2017-05-29 01:00:00,616,17.8,0.0,0.0,209.3,3.8,,,89.5,,
2017-05-29 02:00:00,616,17.6,0.0,0.0,196.5,1.7,,,89.6,,
2017-05-29 03:00:00,616,17.5,0.0,0.0,196.4,1.6,,,90.8,,
2017-05-29 04:00:00,616,17.5,0.0,0.0,185.4,1.9,,,91.2,,
2017-05-29 05:00:00,616,17.3,0.0,0.0,194.8,1.1,,,91.7,,
2017-05-29 06:00:00,616,17.7,0.0,0.0,186.6,2.5,,,90.7,,
2017-05-29 07:00:00,616,18.8,0.0,0.0,182.5,3.2,,,86.2,,
2017-05-29 08:00:00,616,20.2,0.0,0.0,198.7,2.6,,,81.7,,
2017-05-29 09:00:00,616,21.9,0.0,0.0,206.2,2.3,,,73.3,,
2017-05-29 10:00:00,616,23.9,0.0,0.0,196.2,4.0,,,64.6,,
2017-05-29 11:00:00,616,24.8,0.0,0.0,211.0,3.3,,,61.1,,
2017-05-29 12:00:00,616,25.8,0.0,0.0,187.1,2.7,,,59.1,,
2017-05-29 13:00:00,616,26.4,0.0,0.0,182.1,3.0,,,57.8,,
2017-05-29 14:00:00,616,26.9,0.0,0.0,221.4,1.7,,,57.0,,
2017-05-29 15:00:00,616,27.0,0.0,0.0,236.6,1.0,,,58.4,,
2017-05-29 16:00:00,616,26.3,0.0,0.0,263.5,2.4,,,56.5,,
2017-05-29 17:00:00,616,25.1,0.0,0.0,185.8,1.8,,,62.9,,
2017-05-29 18:00:00,616,22.6,0.0,0.0,228.6,2.2,,,71.6,,
2017-05-29 19:00:00,616,20.9,0.0,0.0,202.5,2.0,,,78.5,,
2017-05-29 20:00:00,616,19.8,0.0,0.0,194.1,1.8,,,83.5,,
2017-05-29 21:00:00,616,19.3,0.0,0.0,203.0,2.5,,,84.2,,
2017-05-29 22:00:00,616,18.6,0.0,0.0,212.9,1.3,,,85.1,,
2017-05-29 23:00:00,616,17.7,0.0,0.0,230.4,0.5,,,86.7,,
2017-05-30 00:00:00,616,16.8,0.0,0.0,203.2,0.8,,,90.5,,
2017-05-30 01:00:00,616,17.7,0.0,0.0,186.1,1.1,,,85.3,,
2017-05-30 02:00:00,616,17.9,0.0,0.0,190.1,3.2,,,82.1,,
2017-05-30 03:00:00,616,17.8,0.0,0.0,184.5,1.9,,,83.1,,
2017-05-30 04:00:00,616,17.8,0.0,0.0,192.7,2.1,,,81.0,,
2017-05-30 05:00:00,616,17.5,0.0,0.0,170.3,1.8,,,83.3,,
2017-05-30 06:00:00,616,17.6,0.0,0.0,160.2,1.1,,,85.7,,
2017-05-30 07:00:00,616,19.0,0.0,0.0,201.3,1.9,,,83.8,,
2017-05-30 08:00:00,616,20.9,0.0,0.0,202.3,1.4,,,75.1,,
2017-05-30 09:00:00,616,22.5,0.0,0.0,194.4,1.3,,,61.4,,
2017-05-30 10:00:00,616,23.7,0.0,0.0,194.4,2.0,,,49.2,,
2017-05-30 11:00:00,616,24.9,0.0,0.0,176.5,3.0,,,41.2,,
2017-05-30 12:00:00,616,26.1,0.0,0.0,161.7,2.8,,,35.7,,
2017-05-30 13:00:00,616,26.5,0.0,0.0,220.2,3.0,,,29.2,,
2017-05-30 14:00:00,616,27.5,0.0,0.0,226.2,2.5,,,24.3,,
2017-05-30 15:00:00,616,28.4,0.0,0.0,189.4,2.4,,,21.2,,
2017-05-30 16:00:00,616,28.5,0.0,0.0,180.9,3.4,,,22.3,,
2017-05-30 17:00:00,616,28.1,0.0,0.0,212.7,2.5,,,20.4,,
2017-05-30 18:00:00,616,26.7,0.0,0.0,194.8,1.5,,,22.8,,
2017-05-30 19:00:00,616,24.8,0.0,0.0,214.4,0.3,,,16.5,,
2017-05-30 20:00:00,616,21.0,0.0,0.0,215.5,0.6,,,30.1,,
2017-05-30 21:00:00,616,20.8,0.0,0.0,186.3,1.3,,,41.1,,
2017-05-30 22:00:00,616,19.4,0.0,0.0,201.3,1.7,,,50.3,,
2017-05-30 23:00:00,616,17.8,0.0,0.0,168.8,1.1,,,59.9,,
2017-05-31 00:00:00,616,17.9,0.0,0.0,217.2,1.4,,,65.7,,
2017-05-31 01:00:00,616,17.0,0.0,0.0,358.1,0.8,,,77.7,,
2017-05-31 02:00:00,616,15.5,0.0,0.0,288.1,0.2,,,89.8,,
2017-05-31 03:00:00,616,15.0,0.0,0.0,226.5,0.3,,,92.7,,
2017-05-31 04:00:00,616,15.6,0.0,0.0,211.9,0.4,,,85.8,,
2017-05-31 05:00:00,616,14.1,0.0,0.0,277.4,0.9,,,93.4,,
2017-05-31 06:00:00,616,14.5,0.0,0.0,12.7,0.9,,,93.4,,
2017-05-31 07:00:00,616,15.9,0.0,0.0,157.7,0.5,,,93.4,,
2017-05-31 08:00:00,616,18.4,0.0,0.0,168.5,2.5,,,91.0,,
2017-05-31 09:00:00,616,20.8,0.0,0.0,93.1,1.3,,,77.3,,
2017-05-31 10:00:00,616,22.5,0.0,0.0,253.8,1.2,,,68.6,,
2017-05-31 11:00:00,616,23.3,0.0,0.0,218.4,1.4,,,69.1,,
2017-05-31 12:00:00,616,25.6,0.0,0.0,172.7,1.6,,,62.4,,
2017-05-31 13:00:00,616,25.4,0.0,0.0,265.8,1.2,,,62.4,,
2017-05-31 14:00:00,616,24.6,0.0,0.0,350.2,2.4,,,67.0,,
2017-05-31 15:00:00,616,24.6,0.0,0.0,340.7,1.2,,,70.4,,
2017-05-31 16:00:00,616,23.8,0.0,0.0,15.2,3.3,,,74.9,,
2017-05-31 17:00:00,616,24.0,0.0,0.0,349.3,0.8,,,73.9,,
2017-05-31 18:00:00,616,23.0,0.0,0.0,2.4,0.7,,,78.2,,
2017-05-31 19:00:00,616,22.7,0.0,0.0,24.9,1.6,,,81.0,,
2017-05-31 20:00:00,616,21.5,0.0,0.0,44.3,0.1,,,87.4,,
2017-05-31 21:00:00,616,20.6,0.0,0.0,274.8,0.5,,,92.0,,
2017-05-31 22:00:00,616,19.9,0.0,0.0,229.6,0.9,,,93.4,,
2017-05-31 23:00:00,616,20.5,0.0,0.0,242.3,0.5,,,92.9,,
2017-06-01 00:00:00,616,19.8,0.0,0.0,0.0,0.0,,,93.4,,
2017-06-01 01:00:00,616,19.6,0.0,0.0,4.9,0.6,,,93.4,,
2017-06-01 02:00:00,616,19.6,0.0,0.0,327.7,0.4,,,93.4,,
2017-06-01 03:00:00,616,19.5,0.0,10.0,345.3,0.6,,,93.4,,
2017-06-01 04:00:00,616,19.1,0.0,0.0,273.2,0.5,,,93.4,,
2017-06-01 05:00:00,616,19.3,0.0,0.0,150.6,0.4,,,93.4,,
2017-06-01 06:00:00,616,19.4,0.0,0.0,266.6,0.5,,,93.4,,
2017-06-01 07:00:00,616,19.8,0.0,0.0,319.5,0.3,,,93.4,,
2017-06-01 08:00:00,616,20.1,0.0,0.0,227.6,0.9,,,93.4,,
2017-06-01 09:00:00,616,20.9,0.0,0.0,199.7,1.3,,,93.4,,
2017-06-01 10:00:00,616,22.6,0.0,0.0,211.3,2.7,,,82.9,,
2017-06-01 11:00:00,616,21.5,0.0,0.0,275.1,2.3,,,88.2,,
2017-06-01 12:00:00,616,22.4,0.0,0.0,230.6,3.0,,,83.2,,
2017-06-01 13:00:00,616,23.8,0.0,0.0,298.9,2.4,,,76.2,,
2017-06-01 14:00:00,616,23.8,0.0,0.0,216.6,2.9,,,76.8,,
2017-06-01 15:00:00,616,22.9,0.0,0.0,254.0,3.0,,,73.7,,
2017-06-01 16:00:00,616,23.1,0.0,0.0,211.6,3.9,,,69.2,,
2017-06-01 17:00:00,616,22.2,0.0,0.0,256.9,2.3,,,63.5,,
2017-06-01 18:00:00,616,20.3,0.0,0.0,233.7,2.7,,,66.2,,
2017-06-01 19:00:00,616,18.8,0.0,0.0,226.4,2.3,,,69.4,,
2017-06-01 20:00:00,616,17.8,0.0,0.0,191.5,1.0,,,65.2,,
2017-06-01 21:00:00,616,16.5,0.0,0.0,167.6,1.4,,,66.4,,
2017-06-01 22:00:00,616,16.0,0.0,0.0,185.3,1.5,,,68.6,,
2017-06-01 23:00:00,616,14.7,0.0,0.0,142.6,1.6,,,74.4,,
2017-06-02 00:00:00,616,14.8,0.0,0.0,202.9,2.4,,,82.7,,
2017-06-02 01:00:00,616,15.0,0.0,0.0,198.4,2.2,,,79.6,,
2017-06-02 02:00:00,616,15.1,0.0,0.0,214.9,2.1,,,74.6,,
2017-06-02 03:00:00,616,14.6,0.0,0.0,202.9,0.5,,,74.2,,
2017-06-02 04:00:00,616,14.2,0.0,0.0,225.4,1.4,,,77.7,,
2017-06-02 05:00:00,616,13.4,0.0,0.0,236.9,0.8,,,85.0,,
2017-06-02 06:00:00,616,14.0,0.0,0.0,276.0,0.1,,,90.2,,
2017-06-02 07:00:00,616,16.8,0.0,0.0,330.8,1.6,,,77.1,,
2017-06-02 08:00:00,616,18.9,0.0,0.0,226.0,1.5,,,70.3,,
2017-06-02 09:00:00,616,20.0,0.0,0.0,301.0,1.6,,,49.2,,
2017-06-02 10:00:00,616,20.9,0.0,0.0,320.1,3.6,,,40.3,,
2017-06-02 11:00:00,616,21.8,0.0,0.0,319.4,3.5,,,27.4,,
2017-06-02 12:00:00,616,22.0,0.0,0.0,301.5,3.0,,,34.8,,
2017-06-02 13:00:00,616,22.5,0.0,0.0,313.0,3.3,,,27.3,,
2017-06-02 14:00:00,616,22.0,0.0,0.0,308.1,2.9,,,34.7,,
2017-06-02 15:00:00,616,22.3,0.0,0.0,322.3,2.6,,,28.6,,
2017-06-02 16:00:00,616,21.8,0.0,0.0,304.5,2.1,,,39.8,,
2017-06-02 17:00:00,616,21.2,0.0,0.0,347.4,2.8,,,37.4,,
2017-06-02 18:00:00,616,20.5,0.0,0.0,288.4,1.0,,,39.9,,
2017-06-02 19:00:00,616,19.8,0.0,0.0,197.2,0.6,,,48.8,,
2017-06-02 20:00:00,616,18.1,0.0,0.0,357.9,0.8,,,61.5,,
2017-06-02 21:00:00,616,17.2,0.0,0.0,210.8,0.6,,,68.0,,
2017-06-02 22:00:00,616,16.9,0.0,0.0,202.0,0.8,,,68.5,,
2017-06-02 23:00:00,616,16.2,0.0,0.0,206.5,1.5,,,72.2,,
2017-06-03 00:00:00,616,16.0,0.0,0.0,173.5,0.6,,,67.4,,
2017-06-03 01:00:00,616,16.2,0.0,0.0,169.3,0.9,,,58.7,,
2017-06-03 02:00:00,616,15.8,0.0,0.0,174.8,0.9,,,60.4,,
2017-06-03 03:00:00,616,15.3,0.0,0.0,202.7,1.7,,,62.9,,
2017-06-03 04:00:00,616,14.5,0.0,0.0,155.0,0.5,,,69.6,,
2017-06-03 05:00:00,616,14.7,0.0,0.0,122.5,0.5,,,69.3,,
2017-06-03 06:00:00,616,14.4,0.0,0.0,172.3,1.0,,,73.3,,
2017-06-03 07:00:00,616,15.7,0.0,0.0,225.0,2.3,,,70.5,,
2017-06-03 08:00:00,616,17.8,0.0,0.0,319.6,2.2,,,61.9,,
2017-06-03 09:00:00,616,18.9,0.0,0.0,335.4,2.7,,,58.3,,
2017-06-03 10:00:00,616,19.8,0.0,0.0,232.5,1.8,,,52.7,,
2017-06-03 11:00:00,616,21.8,0.0,0.0,335.4,2.9,,,47.1,,
2017-06-03 12:00:00,616,21.9,0.0,0.0,195.2,1.7,,,44.6,,
2017-06-03 13:00:00,616,22.4,0.0,0.0,328.4,3.3,,,40.2,,
2017-06-03 14:00:00,616,22.3,0.0,0.0,319.8,2.2,,,40.9,,
2017-06-03 15:00:00,616,23.4,0.0,0.0,303.6,2.3,,,44.5,,
2017-06-03 16:00:00,616,22.2,0.0,0.0,264.1,2.7,,,39.4,,
2017-06-03 17:00:00,616,21.8,0.0,0.0,199.8,2.3,,,42.9,,
2017-06-03 18:00:00,616,20.4,0.0,0.0,196.4,1.2,,,44.5,,
2017-06-03 19:00:00,616,18.1,0.0,0.0,219.6,2.0,,,61.1,,
2017-06-03 20:00:00,616,15.9,0.0,0.0,198.0,0.8,,,73.2,,
2017-06-03 21:00:00,616,15.3,0.0,0.0,211.0,2.7,,,75.0,,
2017-06-03 22:00:00,616,15.2,0.0,0.0,208.5,2.4,,,71.8,,
2017-06-03 23:00:00,616,14.9,0.0,0.0,229.4,1.6,,,74.0,,
2017-06-04 00:00:00,616,14.4,0.0,0.0,242.8,0.7,,,82.0,,
2017-06-04 01:00:00,616,14.1,0.0,0.0,202.5,1.9,,,85.2,,
2017-06-04 02:00:00,616,13.8,0.0,0.0,211.5,2.1,,,86.5,,
2017-06-04 03:00:00,616,13.6,0.0,0.0,212.2,1.0,,,88.6,,
2017-06-04 04:00:00,616,12.7,0.0,0.0,217.1,0.2,,,93.1,,
2017-06-04 05:00:00,616,12.9,0.0,0.0,228.1,1.3,,,91.1,,
2017-06-04 06:00:00,616,13.5,0.0,0.0,189.6,1.3,,,91.3,,
2017-06-04 07:00:00,616,16.1,0.0,0.0,203.5,0.7,,,79.5,,
2017-06-04 08:00:00,616,18.7,0.0,0.0,262.8,0.7,,,71.3,,
2017-06-04 09:00:00,616,21.0,0.0,0.0,241.5,1.3,,,54.9,,
2017-06-04 10:00:00,616,22.3,0.0,0.0,35.7,2.6,,,44.9,,
2017-06-04 11:00:00,616,25.1,0.0,0.0,276.1,1.0,,,37.9,,
2017-06-04 12:00:00,616,25.2,0.0,0.0,340.4,3.0,,,37.1,,
2017-06-04 13:00:00,616,26.1,0.0,0.0,9.2,3.5,,,26.6,,
2017-06-04 14:00:00,616,26.6,0.0,0.0,356.4,2.3,,,25.4,,
2017-06-04 15:00:00,616,26.8,0.0,0.0,356.2,3.6,,,23.6,,
2017-06-04 16:00:00,616,25.8,0.0,0.0,324.4,4.5,,,26.3,,
2017-06-04 17:00:00,616,25.2,0.0,0.0,199.9,2.5,,,29.0,,
2017-06-04 18:00:00,616,23.6,0.0,0.0,296.1,0.7,,,31.3,,
2017-06-04 19:00:00,616,21.3,0.0,0.0,1.5,0.3,,,31.7,,
2017-06-04 20:00:00,616,19.7,0.0,0.0,110.5,0.8,,,37.6,,
2017-06-04 21:00:00,616,17.4,0.0,0.0,168.5,1.3,,,47.5,,
2017-06-04 22:00:00,616,16.2,0.0,0.0,179.3,0.3,,,53.1,,
2017-06-04 23:00:00,616,16.8,0.0,0.0,196.8,1.2,,,52.2,,
2017-06-05 00:00:00,616,17.3,0.0,0.0,216.3,1.5,,,54.4,,
2017-06-05 01:00:00,616,15.7,0.0,0.0,191.8,0.3,,,61.0,,
2017-06-05 02:00:00,616,14.8,0.0,0.0,206.8,0.6,,,71.8,,
2017-06-05 03:00:00,616,15.7,0.0,0.0,203.8,2.3,,,61.1,,
2017-06-05 04:00:00,616,15.8,0.0,0.0,201.2,2.9,,,67.4,,
2017-06-05 05:00:00,616,15.1,0.0,0.0,207.0,1.6,,,65.7,,
2017-06-05 06:00:00,616,13.9,0.0,0.0,254.3,0.4,,,75.1,,
2017-06-05 07:00:00,616,17.1,0.0,0.0,109.5,0.4,,,62.3,,
2017-06-05 08:00:00,616,19.4,0.0,0.0,82.5,1.9,,,58.2,,
2017-06-05 09:00:00,616,21.5,0.0,0.0,100.9,1.1,,,53.5,,
2017-06-05 10:00:00,616,23.5,0.0,0.0,87.8,1.4,,,45.0,,
2017-06-05 11:00:00,616,25.0,0.0,0.0,49.4,2.0,,,37.7,,
2017-06-05 12:00:00,616,25.4,0.0,0.0,17.6,1.5,,,34.8,,
2017-06-05 13:00:00,616,26.3,0.0,0.0,356.3,2.0,,,33.2,,
2017-06-05 14:00:00,616,27.9,0.0,0.0,3.8,2.5,,,24.4,,
2017-06-05 15:00:00,616,27.9,0.0,0.0,268.5,0.8,,,28.2,,
2017-06-05 16:00:00,616,28.4,0.0,0.0,333.6,1.4,,,25.3,,
2017-06-05 17:00:00,616,27.4,0.0,0.0,11.8,2.0,,,33.6,,
2017-06-05 18:00:00,616,25.4,0.0,0.0,303.6,1.2,,,35.8,,
2017-06-05 19:00:00,616,23.5,0.0,0.0,314.2,0.6,,,48.2,,
2017-06-05 20:00:00,616,21.3,0.0,0.0,228.3,0.4,,,53.7,,
2017-06-05 21:00:00,616,20.0,0.0,0.0,205.0,0.5,,,62.5,,
2017-06-05 22:00:00,616,19.6,0.0,0.0,209.9,1.0,,,61.8,,
2017-06-05 23:00:00,616,19.0,0.0,0.0,0.0,0.0,,,59.8,,
2017-06-06 00:00:00,616,18.1,0.0,0.0,219.5,0.8,,,64.2,,
2017-06-06 01:00:00,616,18.5,0.0,0.0,206.7,1.4,,,64.6,,
2017-06-06 02:00:00,616,18.1,0.0,0.0,181.4,0.8,,,70.5,,
2017-06-06 03:00:00,616,17.3,0.0,0.0,137.4,0.4,,,75.3,,
2017-06-06 04:00:00,616,17.3,0.0,0.0,211.4,0.3,,,73.1,,
2017-06-06 05:00:00,616,17.0,0.0,0.0,0.0,0.1,,,73.4,,
2017-06-06 06:00:00,616,17.6,0.0,0.0,107.0,1.0,,,68.6,,
2017-06-06 07:00:00,616,18.2,0.0,0.0,78.8,0.9,,,64.8,,
2017-06-06 08:00:00,616,18.7,0.0,0.0,105.9,0.5,,,61.3,,
2017-06-06 09:00:00,616,19.1,0.0,0.0,86.7,1.6,,,61.0,,
2017-06-06 10:00:00,616,20.0,0.0,0.0,118.2,1.5,,,60.4,,
2017-06-06 11:00:00,616,22.0,0.0,0.0,99.3,0.9,,,54.8,,
2017-06-06 12:00:00,616,21.2,0.0,10.0,136.6,1.4,,,54.9,,
2017-06-06 13:00:00,616,21.3,0.0,10.0,62.0,0.5,,,57.2,,
2017-06-06 14:00:00,616,20.0,0.0,10.0,214.4,1.5,,,71.9,,
2017-06-06 15:00:00,616,18.4,0.0,10.0,63.1,0.3,,,78.7,,
2017-06-06 16:00:00,616,17.8,0.0,10.0,81.5,0.8,,,88.2,,
2017-06-06 17:00:00,616,17.1,0.0,10.0,85.2,2.3,,,83.1,,
2017-06-06 18:00:00,616,16.0,0.0,10.0,116.1,0.9,,,91.8,,
2017-06-06 19:00:00,616,15.1,0.0,10.0,82.1,1.3,,,93.4,,
2017-06-06 20:00:00,616,14.9,0.0,10.0,90.2,1.6,,,93.4,,
2017-06-06 21:00:00,616,15.0,0.0,10.0,109.4,1.9,,,93.4,,
2017-06-06 22:00:00,616,15.2,0.0,10.0,111.4,1.5,,,93.4,,
2017-06-06 23:00:00,616,15.4,0.0,10.0,93.0,2.0,,,93.4,,
2017-06-07 00:00:00,616,15.8,0.0,10.0,101.5,0.3,,,93.4,,
2017-06-07 01:00:00,616,16.9,0.0,10.0,117.1,1.4,,,93.4,,
2017-06-07 02:00:00,616,17.3,0.0,10.0,120.4,1.2,,,93.4,,
2017-06-07 03:00:00,616,17.7,0.0,10.0,139.9,1.6,,,93.4,,
2017-06-07 04:00:00,616,17.9,0.0,10.0,179.0,1.6,,,93.4,,
2017-06-07 05:00:00,616,18.5,0.0,10.0,183.1,2.6,,,93.4,,
2017-06-07 06:00:00,616,18.3,0.0,10.0,199.7,0.9,,,93.4,,
2017-06-07 07:00:00,616,18.2,0.0,10.0,186.5,1.0,,,93.4,,
2017-06-07 08:00:00,616,18.2,0.0,0.0,182.7,1.8,,,93.4,,
2017-06-07 09:00:00,616,18.4,0.0,0.0,200.8,1.3,,,93.4,,
2017-06-07 10:00:00,616,18.9,0.0,0.0,173.4,1.8,,,93.4,,
2017-06-07 11:00:00,616,18.5,0.0,0.0,222.1,0.7,,,93.4,,
2017-06-07 12:00:00,616,18.5,0.0,0.0,214.4,2.1,,,93.4,,
